latitude,longitude,temperature,windAngle,windSpeed,elevation
60.383,5.333,3.2,340.0,4.0,36.0
60.383,5.333,2.8,320.0,4.0,36.0
60.383,5.333,2.3,340.0,4.0,36.0
60.383,5.333,2.5,340.0,3.0,36.0
60.383,5.333,1.9,290.0,2.0,36.0
60.383,5.333,2.0,260.0,1.0,36.0
60.383,5.333,1.7,230.0,1.0,36.0
60.383,5.333,1.2,90.0,1.0,36.0
60.383,5.333,1.1,0.0,0.0,36.0
60.383,5.333,0.8,130.0,1.0,36.0
60.383,5.333,0.6,130.0,2.0,36.0
60.383,5.333,0.2,130.0,2.0,36.0
60.383,5.333,0.2,140.0,1.0,36.0
60.383,5.333,0.4,150.0,2.0,36.0
60.383,5.333,-0.1,150.0,2.0,36.0
60.383,5.333,0.0,290.0,1.0,36.0
60.383,5.333,-0.6,150.0,2.0,36.0
60.383,5.333,-0.1,130.0,1.0,36.0
60.383,5.333,0.3,0.0,0.0,36.0
60.383,5.333,0.8,130.0,2.0,36.0
60.383,5.333,1.4,140.0,1.0,36.0
60.383,5.333,2.0,130.0,2.0,36.0
60.383,5.333,2.2,130.0,2.0,36.0
60.383,5.333,2.1,150.0,3.0,36.0
60.383,5.333,2.4,0.0,0.0,36.0
60.383,5.333,3.5,140.0,1.0,36.0
60.383,5.333,3.3,160.0,3.0,36.0
60.383,5.333,3.7,140.0,2.0,36.0
60.383,5.333,3.7,150.0,2.0,36.0
60.383,5.333,3.6,140.0,2.0,36.0
60.383,5.333,3.6,150.0,2.0,36.0
60.383,5.333,3.5,120.0,2.0,36.0
60.383,5.333,3.6,140.0,2.0,36.0
60.383,5.333,3.4,130.0,2.0,36.0
60.383,5.333,3.1,120.0,2.0,36.0
60.383,5.333,3.0,130.0,2.0,36.0
60.383,5.333,3.4,120.0,2.0,36.0
60.383,5.333,3.5,140.0,3.0,36.0
60.383,5.333,3.6,140.0,4.0,36.0
60.383,5.333,3.7,130.0,3.0,36.0
60.383,5.333,3.9,130.0,2.0,36.0
60.383,5.333,4.3,120.0,3.0,36.0
60.383,5.333,4.5,140.0,3.0,36.0
60.383,5.333,4.8,150.0,3.0,36.0
60.383,5.333,4.9,160.0,1.0,36.0
60.383,5.333,5.2,350.0,1.0,36.0
60.383,5.333,7.4,330.0,3.0,36.0
60.383,5.333,7.6,340.0,3.0,36.0
60.383,5.333,7.8,340.0,2.0,36.0
60.383,5.333,7.9,320.0,2.0,36.0
60.383,5.333,8.0,320.0,3.0,36.0
60.383,5.333,8.1,330.0,5.0,36.0
60.383,5.333,8.2,330.0,5.0,36.0
60.383,5.333,8.2,320.0,6.0,36.0
60.383,5.333,8.2,320.0,6.0,36.0
60.383,5.333,8.0,320.0,5.0,36.0
60.383,5.333,7.9,320.0,6.0,36.0
60.383,5.333,7.8,320.0,5.0,36.0
60.383,5.333,7.8,320.0,5.0,36.0
60.383,5.333,7.8,320.0,5.0,36.0
60.383,5.333,7.8,320.0,5.0,36.0
60.383,5.333,7.8,320.0,4.0,36.0
60.383,5.333,7.7,320.0,5.0,36.0
60.383,5.333,7.7,320.0,5.0,36.0
60.383,5.333,7.7,320.0,4.0,36.0
60.383,5.333,7.5,320.0,5.0,36.0
60.383,5.333,7.5,320.0,4.0,36.0
60.383,5.333,7.4,310.0,3.0,36.0
60.383,5.333,7.4,310.0,2.0,36.0
60.383,5.333,7.4,320.0,3.0,36.0
60.383,5.333,7.4,320.0,3.0,36.0
60.383,5.333,7.5,310.0,4.0,36.0
60.383,5.333,7.5,310.0,3.0,36.0
60.383,5.333,7.6,320.0,3.0,36.0
60.383,5.333,7.7,290.0,2.0,36.0
60.383,5.333,7.5,310.0,2.0,36.0
60.383,5.333,7.7,300.0,2.0,36.0
60.383,5.333,7.6,320.0,2.0,36.0
60.383,5.333,7.5,310.0,2.0,36.0
60.383,5.333,7.4,290.0,2.0,36.0
60.383,5.333,7.4,330.0,1.0,36.0
60.383,5.333,7.4,300.0,1.0,36.0
60.383,5.333,7.3,290.0,1.0,36.0
60.383,5.333,7.3,320.0,1.0,36.0
60.383,5.333,7.4,320.0,1.0,36.0
60.383,5.333,7.4,310.0,1.0,36.0
60.383,5.333,7.3,310.0,2.0,36.0
60.383,5.333,7.2,320.0,3.0,36.0
60.383,5.333,7.1,310.0,2.0,36.0
60.383,5.333,6.7,300.0,1.0,36.0
60.383,5.333,6.5,310.0,1.0,36.0
60.383,5.333,6.4,120.0,1.0,36.0
60.383,5.333,6.1,190.0,1.0,36.0
60.383,5.333,5.6,140.0,2.0,36.0
60.383,5.333,5.7,130.0,2.0,36.0
60.383,5.333,6.0,130.0,3.0,36.0
60.383,5.333,6.2,130.0,3.0,36.0
60.383,5.333,6.4,120.0,3.0,36.0
60.383,5.333,6.6,0.0,0.0,36.0
60.383,5.333,6.5,310.0,4.0,36.0
60.383,5.333,5.8,310.0,4.0,36.0
60.383,5.333,5.5,310.0,3.0,36.0
60.383,5.333,4.8,310.0,1.0,36.0
60.383,5.333,4.5,220.0,1.0,36.0
60.383,5.333,4.0,330.0,2.0,36.0
60.383,5.333,4.1,320.0,3.0,36.0
60.383,5.333,4.3,320.0,1.0,36.0
60.383,5.333,4.2,300.0,1.0,36.0
60.383,5.333,4.0,100.0,1.0,36.0
60.383,5.333,3.9,170.0,2.0,36.0
60.383,5.333,2.9,160.0,1.0,36.0
60.383,5.333,2.9,150.0,1.0,36.0
60.383,5.333,3.0,150.0,2.0,36.0
60.383,5.333,3.0,130.0,2.0,36.0
60.383,5.333,2.6,130.0,3.0,36.0
60.383,5.333,2.6,150.0,4.0,36.0
60.383,5.333,2.7,150.0,3.0,36.0
60.383,5.333,3.1,170.0,4.0,36.0
60.383,5.333,3.7,140.0,5.0,36.0
60.383,5.333,3.8,140.0,9.0,36.0
60.383,5.333,2.6,150.0,8.0,36.0
60.383,5.333,2.8,160.0,10.0,36.0
60.383,5.333,3.4,170.0,9.0,36.0
60.383,5.333,4.2,160.0,6.0,36.0
60.383,5.333,4.4,160.0,7.0,36.0
60.383,5.333,4.7,150.0,5.0,36.0
60.383,5.333,5.5,170.0,4.0,36.0
60.383,5.333,5.4,130.0,7.0,36.0
60.383,5.333,5.2,140.0,6.0,36.0
60.383,5.333,5.5,160.0,3.0,36.0
60.383,5.333,5.0,70.0,3.0,36.0
60.383,5.333,5.2,320.0,2.0,36.0
60.383,5.333,6.0,360.0,7.0,36.0
60.383,5.333,4.6,320.0,6.0,36.0
60.383,5.333,4.3,330.0,6.0,36.0
60.383,5.333,4.8,330.0,4.0,36.0
60.383,5.333,4.8,330.0,8.0,36.0
60.383,5.333,4.8,330.0,8.0,36.0
60.383,5.333,5.0,330.0,8.0,36.0
60.383,5.333,4.8,330.0,11.0,36.0
60.383,5.333,4.4,330.0,9.0,36.0
60.383,5.333,4.7,330.0,10.0,36.0
60.383,5.333,4.5,330.0,8.0,36.0
60.383,5.333,4.2,330.0,6.0,36.0
60.383,5.333,4.4,320.0,6.0,36.0
60.383,5.333,4.6,330.0,6.0,36.0
60.383,5.333,4.5,330.0,7.0,36.0
60.383,5.333,4.5,330.0,7.0,36.0
60.383,5.333,4.3,330.0,7.0,36.0
60.383,5.333,4.0,330.0,8.0,36.0
60.383,5.333,3.5,340.0,7.0,36.0
60.383,5.333,3.6,330.0,6.0,36.0
60.383,5.333,3.4,330.0,9.0,36.0
60.383,5.333,3.0,340.0,4.0,36.0
60.383,5.333,2.6,330.0,4.0,36.0
60.383,5.333,2.6,330.0,6.0,36.0
60.383,5.333,2.3,330.0,3.0,36.0
60.383,5.333,2.3,340.0,7.0,36.0
60.383,5.333,2.0,340.0,4.0,36.0
60.383,5.333,1.1,360.0,2.0,36.0
60.383,5.333,1.5,330.0,1.0,36.0
60.383,5.333,0.5,10.0,1.0,36.0
60.383,5.333,1.1,30.0,3.0,36.0
60.383,5.333,1.5,300.0,2.0,36.0
60.383,5.333,1.3,310.0,2.0,36.0
60.383,5.333,1.0,300.0,3.0,36.0
60.383,5.333,1.3,310.0,2.0,36.0
60.383,5.333,1.3,270.0,3.0,36.0
60.383,5.333,2.2,280.0,2.0,36.0
60.383,5.333,1.8,290.0,2.0,36.0
60.383,5.333,1.5,320.0,1.0,36.0
60.383,5.333,1.3,270.0,1.0,36.0
60.383,5.333,1.8,310.0,2.0,36.0
60.383,5.333,1.7,280.0,3.0,36.0
60.383,5.333,1.4,250.0,1.0,36.0
60.383,5.333,1.3,150.0,2.0,36.0
60.383,5.333,1.4,0.0,0.0,36.0
60.383,5.333,1.3,150.0,2.0,36.0
60.383,5.333,1.4,140.0,3.0,36.0
60.383,5.333,2.1,140.0,4.0,36.0
60.383,5.333,2.1,140.0,3.0,36.0
60.383,5.333,2.2,150.0,3.0,36.0
60.383,5.333,2.2,150.0,4.0,36.0
60.383,5.333,1.7,120.0,4.0,36.0
60.383,5.333,1.6,150.0,4.0,36.0
60.383,5.333,1.9,150.0,5.0,36.0
60.383,5.333,2.7,150.0,5.0,36.0
60.383,5.333,3.2,150.0,6.0,36.0
60.383,5.333,3.1,150.0,6.0,36.0
60.383,5.333,3.2,140.0,4.0,36.0
60.383,5.333,3.4,150.0,5.0,36.0
60.383,5.333,3.7,150.0,5.0,36.0
60.383,5.333,3.7,150.0,4.0,36.0
60.383,5.333,3.9,130.0,3.0,36.0
60.383,5.333,4.1,130.0,3.0,36.0
60.383,5.333,4.6,120.0,4.0,36.0
60.383,5.333,4.4,130.0,5.0,36.0
60.383,5.333,4.5,130.0,4.0,36.0
60.383,5.333,4.8,130.0,3.0,36.0
60.383,5.333,5.2,120.0,3.0,36.0
60.383,5.333,5.5,130.0,3.0,36.0
60.383,5.333,5.6,130.0,2.0,36.0
60.383,5.333,6.7,310.0,5.0,36.0
60.383,5.333,7.5,310.0,4.0,36.0
60.383,5.333,7.6,310.0,4.0,36.0
60.383,5.333,7.4,300.0,4.0,36.0
60.383,5.333,6.9,320.0,5.0,36.0
60.383,5.333,6.4,320.0,5.0,36.0
60.383,5.333,5.9,330.0,5.0,36.0
60.383,5.333,5.8,320.0,5.0,36.0
60.383,5.333,4.9,330.0,4.0,36.0
60.383,5.333,4.8,330.0,5.0,36.0
60.383,5.333,4.9,340.0,5.0,36.0
60.383,5.333,4.7,330.0,4.0,36.0
60.383,5.333,4.6,330.0,6.0,36.0
60.383,5.333,4.7,340.0,7.0,36.0
60.383,5.333,4.7,340.0,5.0,36.0
60.383,5.333,4.7,340.0,7.0,36.0
60.383,5.333,4.5,340.0,6.0,36.0
60.383,5.333,4.3,340.0,4.0,36.0
60.383,5.333,4.1,340.0,5.0,36.0
60.383,5.333,3.7,330.0,5.0,36.0
60.383,5.333,3.5,330.0,3.0,36.0
60.383,5.333,3.4,340.0,3.0,36.0
60.383,5.333,3.2,310.0,2.0,36.0
60.383,5.333,3.1,270.0,1.0,36.0
60.383,5.333,2.6,100.0,2.0,36.0
60.383,5.333,2.8,130.0,3.0,36.0
60.383,5.333,2.5,130.0,3.0,36.0
60.383,5.333,2.1,140.0,3.0,36.0
60.383,5.333,2.6,160.0,4.0,36.0
60.383,5.333,2.9,150.0,3.0,36.0
60.383,5.333,3.1,150.0,5.0,36.0
60.383,5.333,3.0,160.0,8.0,36.0
60.383,5.333,2.8,160.0,7.0,36.0
60.383,5.333,2.9,150.0,4.0,36.0
60.383,5.333,3.7,150.0,6.0,36.0
60.383,5.333,3.5,160.0,6.0,36.0
60.383,5.333,3.6,160.0,6.0,36.0
60.383,5.333,3.5,150.0,4.0,36.0
60.383,5.333,3.5,140.0,3.0,36.0
60.383,5.333,3.4,140.0,3.0,36.0
60.383,5.333,3.5,140.0,4.0,36.0
60.383,5.333,3.8,140.0,4.0,36.0
60.383,5.333,3.8,130.0,3.0,36.0
60.383,5.333,3.7,130.0,3.0,36.0
60.383,5.333,3.8,140.0,4.0,36.0
60.383,5.333,3.9,140.0,2.0,36.0
60.383,5.333,4.0,130.0,3.0,36.0
60.383,5.333,3.9,150.0,1.0,36.0
60.383,5.333,3.9,150.0,4.0,36.0
60.383,5.333,4.2,130.0,2.0,36.0
60.383,5.333,3.9,160.0,3.0,36.0
60.383,5.333,4.1,150.0,2.0,36.0
60.383,5.333,4.5,160.0,2.0,36.0
60.383,5.333,4.8,180.0,2.0,36.0
60.383,5.333,5.0,240.0,2.0,36.0
60.383,5.333,4.8,140.0,2.0,36.0
60.383,5.333,4.9,150.0,3.0,36.0
60.383,5.333,6.6,320.0,6.0,36.0
60.383,5.333,6.1,320.0,3.0,36.0
60.383,5.333,6.0,330.0,3.0,36.0
60.383,5.333,5.8,320.0,4.0,36.0
60.383,5.333,5.1,330.0,4.0,36.0
60.383,5.333,4.7,320.0,7.0,36.0
60.383,5.333,3.8,330.0,12.0,36.0
60.383,5.333,3.0,330.0,13.0,36.0
60.383,5.333,2.8,330.0,13.0,36.0
60.383,5.333,1.8,340.0,11.0,36.0
60.383,5.333,1.6,340.0,10.0,36.0
60.383,5.333,1.0,330.0,11.0,36.0
60.383,5.333,1.0,340.0,9.0,36.0
60.383,5.333,0.3,320.0,10.0,36.0
60.383,5.333,0.6,330.0,12.0,36.0
60.383,5.333,-0.5,0.0,0.0,36.0
60.383,5.333,-0.8,330.0,9.0,36.0
60.383,5.333,-0.9,0.0,0.0,36.0
60.383,5.333,-0.9,330.0,10.0,36.0
30.349,-85.788,21.1,140.0,5.1,21.0
30.349,-85.788,21.1,150.0,5.7,21.0
30.349,-85.788,21.1,150.0,4.6,21.0
30.349,-85.788,21.1,150.0,4.6,21.0
30.349,-85.788,21.1,140.0,4.1,21.0
30.349,-85.788,21.1,140.0,5.1,21.0
30.349,-85.788,21.1,140.0,3.6,21.0
30.349,-85.788,21.1,130.0,4.1,21.0
30.349,-85.788,21.1,140.0,3.1,21.0
30.349,-85.788,21.7,150.0,3.6,21.0
30.349,-85.788,21.7,160.0,4.6,21.0
30.349,-85.788,0.0,0.0,0.0,21.0
30.349,-85.788,0.0,0.0,0.0,21.0
30.349,-85.788,21.7,160.0,3.6,21.0
30.349,-85.788,21.7,160.0,4.1,21.0
30.349,-85.788,21.7,160.0,4.1,21.0
30.349,-85.788,21.7,170.0,5.1,21.0
30.349,-85.788,21.7,160.0,3.6,21.0
30.349,-85.788,21.7,160.0,2.6,21.0
30.349,-85.788,21.7,150.0,3.1,21.0
30.349,-85.788,21.1,140.0,2.6,21.0
30.349,-85.788,0.0,150.0,3.1,21.0
30.349,-85.788,21.1,150.0,3.1,21.0
30.349,-85.788,21.1,140.0,2.6,21.0
30.349,-85.788,22.0,160.0,3.6,21.0
30.349,-85.788,21.7,170.0,3.1,21.0
30.349,-85.788,21.7,170.0,4.1,21.0
30.349,-85.788,22.8,170.0,4.6,21.0
30.349,-85.788,22.8,160.0,5.1,21.0
30.349,-85.788,22.8,170.0,4.6,21.0
30.349,-85.788,23.3,170.0,4.6,21.0
30.349,-85.788,24.0,180.0,4.6,21.0
30.349,-85.788,23.9,180.0,5.7,21.0
30.349,-85.788,24.4,170.0,4.1,21.0
30.349,-85.788,24.4,0.0,0.0,21.0
30.349,-85.788,24.4,180.0,4.6,21.0
30.349,-85.788,24.0,190.0,4.6,21.0
30.349,-85.788,24.4,180.0,5.1,21.0
30.349,-85.788,24.0,190.0,2.1,21.0
30.349,-85.788,23.9,190.0,2.1,21.0
30.349,-85.788,23.9,200.0,2.6,21.0
30.349,-85.788,23.3,170.0,2.6,21.0
30.349,-85.788,23.3,190.0,2.6,21.0
30.349,-85.788,22.8,180.0,2.1,21.0
30.349,-85.788,22.2,180.0,2.1,21.0
30.349,-85.788,21.7,140.0,2.1,21.0
30.349,-85.788,21.7,180.0,1.5,21.0
30.349,-85.788,21.0,190.0,1.5,21.0
30.349,-85.788,21.1,200.0,1.5,21.0
30.349,-85.788,21.1,220.0,1.5,21.0
30.349,-85.788,21.1,230.0,2.1,21.0
30.349,-85.788,21.1,160.0,2.1,21.0
30.349,-85.788,20.0,120.0,2.1,21.0
30.349,-85.788,19.4,0.0,0.0,21.0
30.349,-85.788,18.9,0.0,0.0,21.0
30.349,-85.788,18.0,290.0,1.5,21.0
30.349,-85.788,18.3,0.0,0.0,21.0
30.349,-85.788,17.8,0.0,0.0,21.0
30.349,-85.788,18.3,110.0,2.1,21.0
30.349,-85.788,18.3,0.0,0.0,21.0
30.349,-85.788,18.9,0.0,0.0,21.0
30.349,-85.788,18.9,0.0,0.0,21.0
30.349,-85.788,18.9,0.0,0.0,21.0
30.349,-85.788,18.9,0.0,0.0,21.0
30.349,-85.788,20.0,130.0,1.5,21.0
30.349,-85.788,0.0,0.0,0.0,21.0
30.349,-85.788,20.6,140.0,3.1,21.0
30.349,-85.788,20.0,130.0,2.1,21.0
30.349,-85.788,20.0,0.0,0.0,21.0
30.349,-85.788,20.0,0.0,0.0,21.0
30.349,-85.788,20.0,0.0,0.0,21.0
30.349,-85.788,20.0,130.0,1.5,21.0
30.349,-85.788,20.0,0.0,0.0,21.0
30.349,-85.788,20.0,0.0,0.0,21.0
30.349,-85.788,20.0,120.0,1.5,21.0
30.349,-85.788,20.0,110.0,1.5,21.0
30.349,-85.788,20.0,110.0,2.1,21.0
30.349,-85.788,20.0,0.0,0.0,21.0
30.349,-85.788,20.0,0.0,0.0,21.0
30.349,-85.788,20.0,100.0,1.5,21.0
30.349,-85.788,20.0,110.0,1.5,21.0
30.349,-85.788,20.0,120.0,1.5,21.0
30.349,-85.788,19.0,80.0,2.1,21.0
30.349,-85.788,19.4,80.0,2.1,21.0
30.349,-85.788,19.4,90.0,2.1,21.0
30.349,-85.788,19.4,80.0,2.6,21.0
30.349,-85.788,19.0,90.0,2.1,21.0
30.349,-85.788,19.4,90.0,2.1,21.0
30.349,-85.788,19.4,80.0,2.1,21.0
30.349,-85.788,19.4,90.0,2.1,21.0
30.349,-85.788,19.4,0.0,0.0,21.0
30.349,-85.788,19.4,0.0,0.0,21.0
30.349,-85.788,19.4,100.0,3.1,21.0
30.349,-85.788,20.0,110.0,3.6,21.0
30.349,-85.788,20.0,120.0,3.1,21.0
30.349,-85.788,20.0,0.0,0.0,21.0
30.349,-85.788,20.0,100.0,2.6,21.0
30.349,-85.788,20.0,120.0,3.1,21.0
30.349,-85.788,20.6,140.0,3.1,21.0
30.349,-85.788,20.6,120.0,4.6,21.0
30.349,-85.788,21.1,130.0,4.6,21.0
30.349,-85.788,22.2,120.0,3.1,21.0
30.349,-85.788,22.2,140.0,4.1,21.0
30.349,-85.788,23.0,150.0,4.1,21.0
30.349,-85.788,22.8,140.0,4.1,21.0
30.349,-85.788,22.8,150.0,5.1,21.0
30.349,-85.788,22.0,150.0,4.6,21.0
30.349,-85.788,22.2,150.0,4.1,21.0
30.349,-85.788,21.7,150.0,3.1,21.0
30.349,-85.788,20.6,140.0,3.6,21.0
30.349,-85.788,20.6,150.0,3.6,21.0
30.349,-85.788,20.6,160.0,3.1,21.0
30.349,-85.788,18.9,170.0,3.1,21.0
30.349,-85.788,19.0,180.0,3.6,21.0
30.349,-85.788,18.9,170.0,3.6,21.0
30.349,-85.788,18.9,140.0,1.5,21.0
30.349,-85.788,18.9,130.0,2.6,21.0
30.349,-85.788,19.0,140.0,2.1,21.0
30.349,-85.788,19.4,150.0,2.1,21.0
30.349,-85.788,19.4,130.0,3.1,21.0
30.349,-85.788,19.4,120.0,3.1,21.0
30.349,-85.788,19.4,150.0,3.1,21.0
30.349,-85.788,18.9,150.0,2.6,21.0
30.349,-85.788,18.9,160.0,3.1,21.0
30.349,-85.788,18.9,160.0,2.1,21.0
30.349,-85.788,18.9,130.0,4.1,21.0
30.349,-85.788,18.9,130.0,4.1,21.0
30.349,-85.788,0.0,0.0,0.0,21.0
30.349,-85.788,18.9,120.0,2.6,21.0
30.349,-85.788,18.9,110.0,2.6,21.0
30.349,-85.788,18.9,90.0,2.1,21.0
30.349,-85.788,18.9,100.0,1.5,21.0
30.349,-85.788,18.9,90.0,1.5,21.0
30.349,-85.788,19.4,110.0,2.1,21.0
30.349,-85.788,20.6,130.0,3.6,21.0
30.349,-85.788,20.6,150.0,3.1,21.0
30.349,-85.788,21.1,170.0,4.6,21.0
30.349,-85.788,20.6,220.0,6.7,21.0
30.349,-85.788,20.0,190.0,4.1,21.0
30.349,-85.788,19.4,180.0,3.1,21.0
30.349,-85.788,19.4,200.0,1.5,21.0
30.349,-85.788,19.4,220.0,1.5,21.0
30.349,-85.788,20.0,240.0,2.1,21.0
30.349,-85.788,20.0,220.0,2.1,21.0
30.349,-85.788,21.7,260.0,1.5,21.0
30.349,-85.788,22.2,0.0,0.0,21.0
30.349,-85.788,22.8,0.0,0.0,21.0
30.349,-85.788,24.0,270.0,1.5,21.0
30.349,-85.788,23.3,270.0,1.5,21.0
30.349,-85.788,23.3,220.0,3.1,21.0
30.349,-85.788,23.9,180.0,2.6,21.0
30.349,-85.788,23.3,150.0,3.6,21.0
30.349,-85.788,23.3,140.0,3.6,21.0
30.349,-85.788,22.8,150.0,3.1,21.0
30.349,-85.788,21.7,140.0,5.1,21.0
30.349,-85.788,21.7,170.0,4.1,21.0
30.349,-85.788,21.1,100.0,2.1,21.0
30.349,-85.788,21.1,100.0,2.1,21.0
30.349,-85.788,21.0,230.0,2.1,21.0
30.349,-85.788,20.6,220.0,2.1,21.0
30.349,-85.788,20.6,90.0,1.5,21.0
30.349,-85.788,20.6,260.0,2.6,21.0
30.349,-85.788,20.0,0.0,0.0,21.0
30.349,-85.788,20.0,130.0,2.6,21.0
30.349,-85.788,20.0,130.0,2.6,21.0
30.349,-85.788,20.6,130.0,3.6,21.0
30.349,-85.788,22.0,150.0,6.2,21.0
30.349,-85.788,21.7,150.0,6.7,21.0
30.349,-85.788,0.0,0.0,0.0,21.0
30.349,-85.788,22.2,150.0,7.2,21.0
30.349,-85.788,22.2,160.0,6.7,21.0
30.349,-85.788,22.2,160.0,7.7,21.0
30.349,-85.788,22.2,150.0,7.7,21.0
30.349,-85.788,22.2,150.0,7.7,21.0
30.349,-85.788,22.2,160.0,9.8,21.0
30.349,-85.788,22.2,150.0,8.2,21.0
30.349,-85.788,21.7,240.0,10.8,21.0
30.349,-85.788,19.4,230.0,7.2,21.0
30.349,-85.788,19.4,230.0,5.1,21.0
30.349,-85.788,19.4,240.0,5.1,21.0
30.349,-85.788,19.0,260.0,3.6,21.0
30.349,-85.788,18.9,260.0,4.6,21.0
30.349,-85.788,18.9,260.0,4.1,21.0
30.349,-85.788,18.3,190.0,2.1,21.0
30.349,-85.788,18.3,220.0,2.6,21.0
30.349,-85.788,18.3,230.0,3.1,21.0
30.349,-85.788,18.0,220.0,4.1,21.0
30.349,-85.788,17.8,220.0,3.1,21.0
30.349,-85.788,18.0,220.0,3.6,21.0
30.349,-85.788,17.8,210.0,4.1,21.0
30.349,-85.788,17.2,230.0,5.7,21.0
30.349,-85.788,16.7,220.0,5.1,21.0
30.349,-85.788,16.7,230.0,6.2,21.0
30.349,-85.788,16.1,230.0,8.8,21.0
30.349,-85.788,16.7,220.0,7.7,21.0
30.349,-85.788,16.7,230.0,7.7,21.0
30.349,-85.788,16.7,210.0,7.2,21.0
30.349,-85.788,15.6,230.0,7.7,21.0
30.349,-85.788,13.9,230.0,5.7,21.0
30.349,-85.788,13.3,230.0,4.1,21.0
30.349,-85.788,13.3,230.0,4.1,21.0
30.349,-85.788,13.9,230.0,3.6,21.0
30.349,-85.788,13.9,250.0,3.1,21.0
30.349,-85.788,11.7,250.0,2.6,21.0
30.349,-85.788,11.1,290.0,5.7,21.0
30.349,-85.788,9.4,300.0,4.1,21.0
30.349,-85.788,0.0,0.0,0.0,21.0
30.349,-85.788,8.9,290.0,3.1,21.0
30.349,-85.788,8.3,270.0,3.1,21.0
30.349,-85.788,8.0,280.0,3.1,21.0
30.349,-85.788,8.3,280.0,3.6,21.0
30.349,-85.788,7.8,290.0,3.6,21.0
30.349,-85.788,8.3,290.0,3.1,21.0
30.349,-85.788,8.3,290.0,4.1,21.0
30.349,-85.788,8.9,300.0,6.2,21.0
30.349,-85.788,8.3,290.0,4.1,21.0
30.349,-85.788,8.9,280.0,2.6,21.0
30.349,-85.788,9.4,290.0,3.6,21.0
30.349,-85.788,9.4,310.0,5.1,21.0
30.349,-85.788,11.1,310.0,4.1,21.0
30.349,-85.788,12.2,350.0,5.1,21.0
30.349,-85.788,12.8,320.0,3.6,21.0
30.349,-85.788,14.4,300.0,4.6,21.0
30.349,-85.788,15.6,320.0,4.1,21.0
30.349,-85.788,17.2,290.0,4.1,21.0
30.349,-85.788,17.2,310.0,6.2,21.0
30.349,-85.788,16.7,300.0,4.6,21.0
30.349,-85.788,14.4,300.0,2.6,21.0
30.349,-85.788,12.8,0.0,0.0,21.0
30.349,-85.788,10.6,0.0,0.0,21.0
30.349,-85.788,9.4,0.0,0.0,21.0
30.349,-85.788,8.3,0.0,0.0,21.0
30.349,-85.788,8.3,0.0,0.0,21.0
30.349,-85.788,6.7,300.0,2.6,21.0
30.349,-85.788,7.8,320.0,4.1,21.0
30.349,-85.788,0.0,0.0,0.0,21.0
30.349,-85.788,7.8,280.0,1.5,21.0
30.349,-85.788,7.8,310.0,1.5,21.0
30.349,-85.788,6.7,0.0,0.0,21.0
30.349,-85.788,5.6,0.0,0.0,21.0
30.349,-85.788,5.0,310.0,1.5,21.0
30.349,-85.788,5.0,310.0,2.1,21.0
30.349,-85.788,5.0,0.0,0.0,21.0
30.349,-85.788,8.9,0.0,0.0,21.0
30.349,-85.788,12.8,0.0,0.0,21.0
30.349,-85.788,16.1,340.0,1.5,21.0
30.349,-85.788,17.8,0.0,0.0,21.0
30.349,-85.788,20.0,10.0,2.1,21.0
30.349,-85.788,21.1,0.0,1.5,21.0
30.349,-85.788,22.2,20.0,1.5,21.0
30.349,-85.788,20.6,160.0,3.1,21.0
30.349,-85.788,19.4,230.0,2.6,21.0
30.349,-85.788,17.2,230.0,2.1,21.0
30.349,-85.788,14.4,0.0,0.0,21.0
30.349,-85.788,12.2,0.0,0.0,21.0
30.349,-85.788,11.1,0.0,0.0,21.0
30.349,-85.788,10.0,0.0,0.0,21.0
30.349,-85.788,8.9,0.0,0.0,21.0
30.349,-85.788,8.3,0.0,0.0,21.0
30.349,-85.788,7.8,0.0,0.0,21.0
30.349,-85.788,0.0,0.0,0.0,21.0
30.349,-85.788,7.8,0.0,0.0,21.0
30.349,-85.788,7.2,0.0,0.0,21.0
30.349,-85.788,7.2,0.0,0.0,21.0
30.349,-85.788,6.1,310.0,2.1,21.0
30.349,-85.788,6.1,0.0,0.0,21.0
30.349,-85.788,6.1,0.0,0.0,21.0
30.349,-85.788,6.1,0.0,0.0,21.0
30.349,-85.788,10.6,0.0,0.0,21.0
30.349,-85.788,13.3,100.0,1.5,21.0
30.349,-85.788,17.2,110.0,3.6,21.0
30.349,-85.788,19.4,130.0,4.1,21.0
30.349,-85.788,20.0,140.0,4.1,21.0
30.349,-85.788,20.6,140.0,3.6,21.0
30.349,-85.788,20.6,160.0,4.1,21.0
30.349,-85.788,20.0,150.0,3.1,21.0
30.349,-85.788,18.9,0.0,0.0,21.0
30.349,-85.788,16.7,200.0,2.6,21.0
30.349,-85.788,14.4,0.0,0.0,21.0
30.349,-85.788,12.8,0.0,0.0,21.0
30.349,-85.788,12.2,0.0,0.0,21.0
30.349,-85.788,11.7,0.0,0.0,21.0
30.349,-85.788,11.7,0.0,0.0,21.0
30.349,-85.788,12.0,0.0,0.0,21.0
30.349,-85.788,11.7,0.0,0.0,21.0
30.349,-85.788,11.1,110.0,1.5,21.0
30.349,-85.788,11.1,0.0,0.0,21.0
30.349,-85.788,11.7,0.0,0.0,21.0
30.349,-85.788,11.7,0.0,0.0,21.0
30.349,-85.788,11.0,0.0,0.0,21.0
30.349,-85.788,11.1,0.0,0.0,21.0
