ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Damage Cost,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
8453368,HV131074,2012-01-23 22:00:00,068XX N SHERIDAN RD,0820,THEFT,$500 AND UNDER,STREET,44,False,False,2431,24,49,1,06,1167006,1945516,2012,ERROR,42.006060138,-87.660911233,"(42.006060138, -87.660911233)"
1754134,G565506,2001-09-20 22:05:00,007XX E 111 ST,0460,BATTERY,SIMPLE,POLICE FACILITY/VEH PARKING LOT,715,False,False,531,NA,NA,NA,08B,1183305,1831462,2001,ERROR,41.692722515,-87.604507439,"(41.692722515, -87.604507439)"
2522777,HJ100697,2002-12-31 23:30:00,116XX S VINCENNES AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,2478,False,False,2234,NA,34,75,14,1165846,1827777,2002,ERROR,41.682997842,-87.668532113,"(41.682997842, -87.668532113)"
1864439,G708189,2001-11-25 13:30:00,007XX N LARAMIE AV,0325,ROBBERY,VEHICULAR HIJACKING,ALLEY,1350,False,False,1524,NA,NA,NA,03,1141513,1904551,2001,ERROR,41.894159515,-87.755719492,"(41.894159515, -87.755719492)"
6934825,HR340739,2009-05-25 21:45:00,061XX S RACINE AVE,2027,NARCOTICS,POSS: CRACK,SIDEWALK,1582,True,False,713,7,16,67,18,1169326,1864268,2009,ERROR,41.783059997,-87.654739922,"(41.783059997, -87.654739922)"
7981176,HT213299,2011-03-21 13:59:00,001XX W 35TH ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,CTA TRAIN,4539,True,False,924,9,11,34,18,1175731,1881812,2011,ERROR,41.831061278,-87.630731407,"(41.831061278, -87.630731407)"
4065862,HL408235,2005-06-08 22:48:24,002XX W 87TH ST,0840,THEFT,FINANCIAL ID THEFT: OVER $300,WAREHOUSE,3963,False,False,622,6,21,44,06,1176403,1847255,2005,ERROR,41.736218161,-87.629303966,"(41.736218161, -87.629303966)"
2034759,HH247819,2002-03-16 10:00:00,018XX N DRAKE AV,0930,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,STREET,776,False,False,1422,NA,NA,NA,07,1152570,1911949,2002,ERROR,41.914248882,-87.714914388,"(41.914248882, -87.714914388)"
5544920,HN356358,2007-05-21 17:00:00,090XX S LAFLIN ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,3133,False,False,2222,22,21,73,26,1167966,1844587,2007,ERROR,41.729082013,-87.660290623,"(41.729082013, -87.660290623)"
4959301,HM571754,2006-08-29 22:30:00,015XX E 87TH ST,0610,BURGLARY,FORCIBLE ENTRY,SMALL RETAIL STORE,1634,True,False,412,4,8,48,05,1187761,1847553,2006,2008-02-05 01:04:48,41.736773407,-87.587683232,"(41.736773407, -87.587683232)"
7521660,HS325090,2010-05-25 00:00:00,030XX N PARKSIDE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,3579,False,False,2514,25,31,19,14,1138129,1919810,2010,ERROR,41.93609381,-87.767778496,"(41.93609381, -87.767778496)"
4982342,HM596076,2006-09-12 00:00:00,014XX N DAMEN AVE,0820,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,35,False,False,1424,14,1,24,06,1162762,1909616,2006,2014-04-12 12:43:35,41.907639198,-87.677536132,"(41.907639198, -87.677536132)"
7403488,HS205438,2010-03-13 04:25:00,080XX S MAY ST,0810,THEFT,OVER $500,STREET,2170,False,False,612,6,21,71,06,1170015,1851280,2010,ERROR,41.74740433,-87.652590689,"(41.74740433, -87.652590689)"
3140084,HK132250,2004-01-18 11:06:46,024XX N RACINE AVE,0460,BATTERY,SIMPLE,STREET,2504,False,False,1933,19,32,7,08B,1167856,1916386,2004,ERROR,41.926108075,-87.658627954,"(41.926108075, -87.658627954)"
5902358,HN700127,2007-11-10 11:00:00,003XX S WACKER DR,0810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),749,False,False,112,1,2,32,06,1174015,1898799,2007,2014-04-12 12:43:35,41.877713219,-87.636521697,"(41.877713219, -87.636521697)"
4572931,HM163096,2006-02-04 14:00:00,045XX S WESTERN AVE,0820,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),42,False,False,914,9,12,61,06,1161174,1874190,2006,2014-04-12 12:43:35,41.810459905,-87.684353246,"(41.810459905, -87.684353246)"
10012442,HY202116,2015-03-28 21:12:00,050XX N FRANCISCO AVE,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,APARTMENT,1022,True,False,2031,20,40,4,26,1156167,1933292,2015,2015-04-04 12:43:24,41.972743598,-87.701121216,"(41.972743598, -87.701121216)"
6554328,HN700877,2007-11-11 04:00:00,076XX S RHODES AVE,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,STREET,4899,False,False,624,6,6,69,04B,1181189,1854379,2007,ERROR,41.755658442,-87.611550936,"(41.755658442, -87.611550936)"
4398984,HL638310,2005-10-05 11:25:00,011XX N MONTICELLO AVE,2095,NARCOTICS,ATTEMPT POSSESSION NARCOTICS,STREET,3766,True,False,1112,11,27,23,18,1151799,1907151,2005,ERROR,41.901097939,-87.717873412,"(41.901097939, -87.717873412)"
2797787,HJ448611,2003-06-23 07:00:00,057XX S ABERDEEN ST,0890,THEFT,FROM BUILDING,STREET,1540,False,False,712,7,16,68,06,1169915,1867003,2003,ERROR,41.79055238,-87.652501059,"(41.79055238, -87.652501059)"
4471342,HL761655,2005-11-29 09:57:17,071XX S LAFAYETTE AVE,1750,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,RESIDENCE,3232,True,False,731,7,6,69,20,1177037,1857432,2005,ERROR,41.764130805,-87.626675,"(41.764130805, -87.626675)"
2751617,HJ389272,2003-05-27 08:16:40,028XX W 24TH BLVD,0460,BATTERY,SIMPLE,"SCHOOL, PUBLIC, BUILDING",2758,False,False,1033,NA,12,30,08B,1157546,1887831,2003,ERROR,41.847966869,-87.697289982,"(41.847966869, -87.697289982)"
8965579,HW113481,2013-01-11 03:00:00,023XX N LOWELL AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,3640,False,False,2522,25,31,20,26,1146957,1915184,2013,2013-05-02 14:37:42,41.923235246,-87.735452966,"(41.923235246, -87.735452966)"
5171598,HM762872,2006-12-08 13:45:00,044XX W GLADYS AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,1177,False,True,1131,11,24,26,08B,1146659,1898021,2006,ERROR,41.876143827,-87.736986299,"(41.876143827, -87.736986299)"
5510052,HN329067,2007-05-08 00:30:00,049XX W BELDEN AVE,0890,THEFT,FROM BUILDING,APARTMENT,2656,False,True,2522,25,31,19,06,1142729,1914878,2007,ERROR,41.922475392,-87.750995953,"(41.922475392, -87.750995953)"
6808651,HR218704,2009-03-16 14:17:54,004XX N CENTRAL AVE,0460,BATTERY,SIMPLE,SIDEWALK,2744,False,False,1512,15,29,25,08B,1138919,1902473,2009,ERROR,41.888504748,-87.765297105,"(41.888504748, -87.765297105)"
4991519,HM449098,2006-07-01 22:02:41,071XX S MERRILL AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,4231,True,False,333,3,5,43,18,1191746,1858246,2006,ERROR,41.766020241,-87.572737379,"(41.766020241, -87.572737379)"
4052767,HL403567,2005-06-06 19:30:00,025XX S WASHTENAW AVE,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,STREET,3538,False,False,1034,10,12,30,04B,1158738,1886739,2005,ERROR,41.844945991,-87.692945166,"(41.844945991, -87.692945166)"
8032674,HT264580,2011-04-21 13:30:00,098XX S ELLIS AVE,0890,THEFT,FROM BUILDING,RESIDENCE,4298,False,False,511,5,8,50,06,1184583,1839875,2011,ERROR,41.715779068,-87.599566057,"(41.715779068, -87.599566057)"
6241707,HP331800,2008-05-12 08:00:00,047XX W HARRISON ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,3322,False,False,1131,11,24,25,26,1144898,1896892,2008,ERROR,41.873079106,-87.743480642,"(41.873079106, -87.743480642)"
3134450,HK125197,2004-01-14 12:00:00,064XX S WINCHESTER AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,3991,True,False,726,7,15,67,07,1164415,1862214,2004,ERROR,41.777528496,-87.672803106,"(41.777528496, -87.672803106)"
1329888,G024689,2001-01-12 11:00:00,109XX S EDBROOKE AV,4650,OTHER OFFENSE,SEX OFFENDER: FAIL TO REGISTER,RESIDENCE,3264,True,False,513,NA,NA,NA,26,1179220,1832688,2001,ERROR,41.696180708,-87.619426047,"(41.696180708, -87.619426047)"
5756722,HN564951,2007-09-02 06:30:00,014XX W 77TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,2012,False,False,612,6,17,71,14,1167956,1853723,2007,2007-06-09 01:56:11,41.754152713,-87.660065416,"(41.754152713, -87.660065416)"
8280908,HT515268,2011-09-26 15:06:00,057XX S SACRAMENTO AVE,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,4992,False,False,824,8,14,63,05,1157396,1866517,2011,2011-01-10 09:51:22,41.789481609,-87.69841849,"(41.789481609, -87.69841849)"
7835980,HS637015,2010-11-28 22:35:00,103XX S ALBANY AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,4609,False,True,2211,22,19,74,08B,1157431,1835903,2010,2010-08-12 16:32:38,41.705471163,-87.699117536,"(41.705471163, -87.699117536)"
3607193,HK688263,2004-10-15 11:56:00,081XX S WOODLAWN AVE,0915,MOTOR VEHICLE THEFT,"TRUCK, BUS, MOTOR HOME",STREET,756,False,False,411,4,8,45,07,1185584,1851347,2004,ERROR,41.74723602,-87.595539795,"(41.74723602, -87.595539795)"
9468000,HX121120,2014-01-18 23:00:00,015XX S KEDZIE AVE,0820,THEFT,$500 AND UNDER,RESIDENCE,155,False,False,1022,10,24,29,06,1155311,1892547,2014,ERROR,41.860953237,-87.705365981,"(41.860953237, -87.705365981)"
6576153,HP648649,2008-10-25 10:30:00,041XX W POTOMAC AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,4740,False,False,2534,25,37,23,14,1148653,1908301,2008,ERROR,41.904315009,-87.729399290999993,"(41.904315009, -87.729399291)"
3864612,HL239886,2005-01-21 00:01:00,100XX W OHARE ST,0890,THEFT,FROM BUILDING,AIRPORT/AIRCRAFT,4122,False,False,1651,16,41,76,06,1100635,1934208,2005,ERROR,41.976200173,-87.905312411,"(41.976200173, -87.905312411)"
6466118,HP543667,2008-08-30 13:24:00,001XX N STATE ST,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,3056,True,False,122,1,42,32,06,1176390,1900949,2008,2008-02-09 08:07:10,41.883559699,-87.627736496,"(41.883559699, -87.627736496)"
5519425,HL290196,2005-04-12 11:30:00,010XX N RIDGEWAY AVE,2092,NARCOTICS,SOLICIT NARCOTICS ON PUBLICWAY,ALLEY,2680,True,False,1112,NA,27,23,26,NA,NA,2005,2007-08-08 02:59:32,NA,NA,
2939383,HJ625230,2003-09-11 10:00:00,021XX N DAMEN AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,3838,False,False,1432,14,32,22,26,1162713,1914372,2003,ERROR,41.92069102,-87.677582552,"(41.92069102, -87.677582552)"
2424495,HH744202,2001-10-19 13:00:00,073XX S HALSTED ST,1120,DECEPTIVE PRACTICE,FORGERY,CURRENCY EXCHANGE,4149,False,False,733,NA,17,68,10,1172207,1855826,2001,ERROR,41.759831266,-87.644425197,"(41.759831266, -87.644425197)"
9212260,HW358008,2013-07-11 15:00:00,052XX W LE MOYNE ST,0810,THEFT,OVER $500,APARTMENT,4849,False,True,2532,25,37,25,06,1141354,1909518,2013,2013-12-07 09:06:47,41.907792476,-87.756180729,"(41.907792476, -87.756180729)"
4506402,HL736000,2005-11-15 03:42:50,0000X E BURTON PL,2022,NARCOTICS,POSS: COCAINE,STREET,2650,True,False,1824,18,43,8,18,1176556,1910448,2005,ERROR,41.909621673,-87.626839707,"(41.909621673, -87.626839707)"
1344183,G043772,2001-01-21 16:50:00,042XX S WENTWORTH AV,1330,CRIMINAL TRESPASS,TO LAND,GAS STATION,3960,False,False,935,NA,NA,NA,26,1175608,1876581,2001,ERROR,41.816709722,-87.631339516,"(41.816709722, -87.631339516)"
1563501,G320369,2001-06-03 04:40:00,035XX S FEDERAL ST,0460,BATTERY,SIMPLE,CHA APARTMENT,791,False,True,211,NA,NA,NA,08B,1176255,1881268,2001,ERROR,41.829556721,-87.628825201,"(41.829556721, -87.628825201)"
3340028,HK377408,2004-05-20 20:54:54,007XX S WESTERN AVE,1330,CRIMINAL TRESPASS,TO LAND,GROCERY FOOD STORE,555,True,False,1224,12,2,28,26,1160541,1896784,2004,ERROR,41.872473399,-87.68605047,"(41.872473399, -87.68605047)"
9985418,HY175099,2015-03-06 23:40:00,015XX N WELLS ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESTAURANT,3210,False,False,1821,18,43,8,11,1174460,1910637,2015,ERROR,41.910187414,-87.634533777,"(41.910187414, -87.634533777)"
5212650,HM793429,2006-12-24 11:45:00,041XX W VAN BUREN ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,1567,False,False,1132,11,24,26,14,1148616,1897735,2006,2007-02-01 06:08:05,41.875321473,-87.729808188,"(41.875321473, -87.729808188)"
10002890,HY192231,2015-03-20 16:27:00,033XX W 60TH ST,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,509,False,False,822,8,16,66,26,1154876,1864671,2015,ERROR,41.784466611,-87.70770788,"(41.784466611, -87.70770788)"
6237879,HP323989,2008-05-08 10:35:00,053XX S WESTERN BLVD,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),2025,False,False,915,9,16,63,07,1161471,1869210,2008,2008-11-05 13:01:30,41.796788001,-87.683402001,"(41.796788001, -87.683402001)"
9198183,HW343691,2013-07-01 12:30:00,078XX S LAFLIN ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,1113,False,False,612,6,17,71,14,1167515,1852777,2013,2013-02-07 08:31:12,41.751566217,-87.661708602,"(41.751566217, -87.661708602)"
9914993,HY104705,2015-01-05 05:00:00,045XX S DREXEL BLVD,0820,THEFT,$500 AND UNDER,APARTMENT,127,False,False,221,2,4,39,06,1182916,1875077,2015,2015-12-01 12:48:04,41.812415676,-87.604579073,"(41.812415676, -87.604579073)"
5812687,HN606869,2007-06-14 15:00:00,056XX S DORCHESTER AVE,0890,THEFT,FROM BUILDING,GAS STATION,2970,False,False,2133,2,5,41,06,1186553,1867773,2007,2007-10-10 01:49:09,41.792287561,-87.591469992,"(41.792287561, -87.591469992)"
1758189,G568662,2001-09-22 11:17:43,031XX W 26 ST,5001,OTHER OFFENSE,OTHER CRIME INVOLVING PROPERTY,PARKING LOT/GARAGE(NON.RESID.),992,True,False,1033,NA,NA,NA,26,1156100,1886534,2001,ERROR,41.844437017,-87.70263184,"(41.844437017, -87.70263184)"
6402809,HP474280,2008-07-23 16:00:00,089XX S YATES BLVD,0842,THEFT,AGG: FINANCIAL ID THEFT,RESIDENCE,1990,False,False,413,4,7,48,06,1193691,1845865,2008,2008-08-08 18:07:56,41.731998345,-87.566013112,"(41.731998345, -87.566013112)"
5475427,HN298043,2007-04-22 08:35:00,053XX S KEDZIE AVE,1513,PROSTITUTION,SOLICIT FOR BUSINESS,STREET,1380,True,False,911,9,14,63,16,1155993,1869052,2007,ERROR,41.796466324,-87.703494798,"(41.796466324, -87.703494798)"
1523992,G255343,2001-05-04 09:55:00,056XX S ROCKWELL ST,141C,WEAPONS VIOLATION,UNLAWFUL USE OTHER DANG WEAPON,"SCHOOL, PUBLIC, BUILDING",3922,True,False,824,NA,NA,NA,15,1159962,1867094,2001,ERROR,41.791012589,-87.688993852,"(41.791012589, -87.688993852)"
2921705,HJ600586,2003-09-01 01:00:00,023XX N KARLOV AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,3929,False,True,2525,25,31,20,08B,1148703,1915194,2003,ERROR,41.923229102,-87.729037228,"(41.923229102, -87.729037228)"
1854395,G695770,2001-11-19 10:10:00,066XX S PULASKI RD,0810,THEFT,OVER $500,COMMERCIAL / BUSINESS OFFICE,3532,False,False,833,NA,NA,NA,06,1150890,1860070,2001,2014-04-12 12:43:35,41.771919396,-87.722442165,"(41.771919396, -87.722442165)"
1908796,G765379,2001-12-23 04:20:00,055XX W VAN BUREN ST,0460,BATTERY,SIMPLE,RESIDENCE,1688,False,False,1522,NA,NA,NA,08B,1139450,1897421,2001,ERROR,41.874631745,-87.763470245,"(41.874631745, -87.763470245)"
8164922,HT399379,2011-07-15 23:40:00,076XX S CICERO AVE,0560,ASSAULT,SIMPLE,STREET,1389,False,False,833,8,13,65,08A,1145766,1853738,2011,ERROR,41.75464162,-87.741385158,"(41.75464162, -87.741385158)"
3254937,HK279665,2004-04-03 10:00:00,065XX N BOSWORTH AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,3491,False,False,2432,24,40,1,05,1164802,1943333,2004,ERROR,42.000117152,-87.669082287,"(42.000117152, -87.669082287)"
5390304,HN233940,2007-03-18 19:50:00,006XX N ALBANY AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,VEHICLE NON-COMMERCIAL,1362,False,True,1313,12,27,23,08B,1155550,1904304,2007,ERROR,41.893210839,-87.704172295,"(41.893210839, -87.704172295)"
8413638,HT647149,2011-12-25 17:30:00,069XX S CAMPBELL AVE,0330,ROBBERY,AGGRAVATED,SIDEWALK,1377,False,False,832,8,15,66,03,1160874,1858299,2011,ERROR,41.766859084,-87.685892542,"(41.766859084, -87.685892542)"
9527581,HX181802,2014-03-12 12:15:00,054XX S WINCHESTER AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,1147,False,True,932,9,16,61,08B,1164316,1868765,2014,ERROR,41.795507366,-87.672981591,"(41.795507366, -87.672981591)"
5133690,HM731231,2006-11-20 14:00:00,073XX N HARLEM AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,2303,False,False,1611,16,41,9,26,1127349,1948389,2006,ERROR,42.014705871,-87.806751157,"(42.014705871, -87.806751157)"
1995039,HH153002,2002-01-28 07:00:00,074XX N DAMEN AV,0460,BATTERY,SIMPLE,RESIDENCE,794,False,True,2424,NA,NA,NA,08B,1161699,1949553,2002,ERROR,42.01725048,-87.680322966,"(42.01725048, -87.680322966)"
4296516,HL531043,2005-08-05 23:09:43,006XX N CENTRAL PARK AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),STREET,2630,True,False,1122,11,27,23,18,1152231,1903962,2005,ERROR,41.892338494,-87.716370862,"(41.892338494, -87.716370862)"
5458813,HN287100,2007-04-16 17:45:00,051XX S ASHLAND AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,PARKING LOT/GARAGE(NON.RESID.),4687,True,True,932,9,16,61,08B,1166579,1870797,2007,ERROR,41.801035411,-87.66462512,"(41.801035411, -87.66462512)"
1556046,G312776,2001-05-30 16:45:00,014XX E 69 ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE PORCH/HALLWAY,1587,False,False,332,NA,NA,NA,14,1187298,1859575,2001,ERROR,41.769773909,-87.588998442,"(41.769773909, -87.588998442)"
6713807,HR129777,2009-01-19 21:00:00,020XX N MOZART ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,4049,False,False,1414,14,35,22,14,1157024,1913723,2009,ERROR,41.919027585,-87.698502808,"(41.919027585, -87.698502808)"
1940740,HH119927,2002-01-11 12:00:00,047XX S UNION AV,0460,BATTERY,SIMPLE,"SCHOOL, PUBLIC, BUILDING",3229,True,False,935,NA,NA,NA,08B,1172475,1873203,2002,ERROR,41.807509816,-87.642931616,"(41.807509816, -87.642931616)"
3362955,HK409648,2004-06-04 17:00:00,055XX W QUINCY ST,051A,ASSAULT,AGGRAVATED: HANDGUN,STREET,3449,False,False,1522,15,29,25,04A,1139492,1898492,2004,ERROR,41.877569945,-87.763289921,"(41.877569945, -87.763289921)"
1892993,G744161,2001-12-12 11:40:00,077XX W HOWARD ST,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,2824,False,False,1611,NA,NA,NA,06,1123943,1949779,2001,ERROR,42.018576967,-87.819253498,"(42.018576967, -87.819253498)"
4987543,HM599912,2006-09-13 23:41:57,032XX S LITUANICA AVE,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,PARKING LOT/GARAGE(NON.RESID.),2748,True,False,924,9,11,60,14,1170787,1883697,2006,ERROR,41.836343419,-87.648816066,"(41.836343419, -87.648816066)"
8978243,HW122178,2013-01-04 11:00:00,017XX N LOTUS AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,2463,False,False,2532,25,37,25,26,1139764,1910834,2013,2013-12-02 12:25:23,41.91143294,-87.761989425,"(41.91143294, -87.761989425)"
9287934,HW432629,2013-09-01 03:30:00,023XX S HOMAN AVE,0460,BATTERY,SIMPLE,SIDEWALK,2341,False,False,1024,10,22,30,08B,1154021,1888439,2013,2013-02-09 12:27:03,41.849706206,-87.710210751,"(41.849706206, -87.710210751)"
3601383,HK694936,2004-09-18 00:00:00,002XX N KILBOURN AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,3628,False,False,1113,11,28,26,11,1146400,1900624,2004,ERROR,41.883291699,-87.737870956,"(41.883291699, -87.737870956)"
7719567,HS527233,2010-09-21 20:50:00,051XX W WELLINGTON AVE,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE,3751,False,True,2521,25,31,19,26,1141674,1919503,2010,2010-11-10 15:54:50,41.935186459,-87.754757729,"(41.935186459, -87.754757729)"
6550412,HP624139,2008-10-13 00:00:37,052XX S MARSHFIELD AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,2524,True,False,932,9,16,61,15,1166269,1870015,2008,ERROR,41.798896123,-87.66578427,"(41.798896123, -87.66578427)"
2902949,HJ579061,2003-07-16 15:58:00,046XX W 55TH ST,1206,DECEPTIVE PRACTICE,"THEFT BY LESSEE,MOTOR VEH",OTHER,4441,True,False,813,8,23,56,11,1146337,1867704,2003,ERROR,41.792955883,-87.738938839,"(41.792955883, -87.738938839)"
3505136,HK581743,2004-08-25 18:04:00,071XX W 64TH PL,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,4733,False,False,812,8,23,64,26,1129743,1860965,2004,ERROR,41.774761494,-87.799941841,"(41.774761494, -87.799941841)"
8081212,HT310002,2011-05-23 11:30:00,046XX N SHERIDAN RD,0460,BATTERY,SIMPLE,SIDEWALK,3485,False,False,2312,19,46,3,08B,1168819,1931361,2011,ERROR,41.967179243,-87.654653712,"(41.967179243, -87.654653712)"
1652291,G430211,2001-07-22 12:15:00,012XX N PARKSIDE AV,2230,LIQUOR LAW VIOLATION,ILLEGAL CONSUMPTION BY MINOR,STREET,1369,True,False,2531,NA,NA,NA,22,1138416,1907506,2001,ERROR,41.902325047,-87.767022333,"(41.902325047, -87.767022333)"
7784284,HS576050,2010-10-21 19:27:56,008XX E 89TH ST,2027,NARCOTICS,POSS: CRACK,APARTMENT,4100,True,False,632,6,8,44,18,1183562,1846188,2010,2010-10-11 15:04:15,41.733126496,-87.603109289,"(41.733126496, -87.603109289)"
4392495,HL685535,2005-10-18 07:00:00,008XX N LATROBE AVE,0810,THEFT,OVER $500,STREET,4453,False,False,1524,15,37,25,06,1141162,1905112,2005,2014-04-12 12:43:35,41.895705443,-87.756994782,"(41.895705443, -87.756994782)"
8322510,HT548001,2011-10-17 17:30:00,067XX S CLYDE AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,4763,False,False,331,3,5,43,26,1191419,1860438,2011,ERROR,41.772043187,-87.573864982,"(41.772043187, -87.573864982)"
5784220,HN581658,2007-06-08 23:40:00,003XX S WASHTENAW AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,2376,False,True,1125,11,2,27,08B,1158395,1898272,2007,ERROR,41.876600753,-87.693888703,"(41.876600753, -87.693888703)"
1473650,G192572,2001-04-05 10:10:00,028XX W ARTHINGTON ST,2024,NARCOTICS,POSS: HEROIN(WHITE),STREET,1925,True,False,1135,NA,NA,NA,18,1157618,1895874,2001,ERROR,41.870036252,-87.6968069,"(41.870036252, -87.6968069)"
7157534,HR565848,2009-10-01 15:40:00,079XX S DAMEN AVE,0320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,531,False,False,611,6,18,71,03,1164362,1852231,2009,2009-10-10 16:21:59,41.750134873,-87.673278237,"(41.750134873, -87.673278237)"
3712271,HK684159,2004-10-13 13:15:00,072XX S SOUTH CHICAGO AVE,5011,OTHER OFFENSE,LICENSE VIOLATION,RESIDENCE-GARAGE,824,False,False,323,3,5,69,26,1183382,1857501,2004,2007-11-06 15:52:33,41.764174754,-87.603417126,"(41.764174754, -87.603417126)"
1741181,G550640,2001-09-12 14:00:00,021XX W RANDOLPH ST,1750,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,RESIDENCE,4543,False,True,1332,NA,NA,NA,20,1162226,1901155,2001,ERROR,41.884432772,-87.679741878,"(41.884432772, -87.679741878)"
6882076,HR288440,2009-04-25 18:00:00,046XX S RICHMOND ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,4485,False,False,912,9,14,58,14,1157528,1873541,2009,ERROR,41.80875374,-87.697744048,"(41.80875374, -87.697744048)"
8303183,HT520944,2011-09-30 03:15:00,002XX E 121ST PL,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,2521,False,False,532,5,9,53,08B,1180264,1824414,2011,ERROR,41.673451854,-87.615855891,"(41.673451854, -87.615855891)"
9010374,HW157593,2013-02-15 12:30:00,051XX S CALIFORNIA AVE,0820,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),94,False,False,923,9,14,63,06,1158620,1870342,2013,ERROR,41.799953035,-87.693826098,"(41.799953035, -87.693826098)"
7689122,HS495203,2010-08-31 19:00:00,003XX E OHIO ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,4329,False,False,1834,18,42,8,11,1178952,1904236,2010,ERROR,41.892521195,-87.618228164,"(41.892521195, -87.618228164)"
1438982,G153765,2001-03-17 23:38:07,062XX S ST LAWRENCE AV,1821,NARCOTICS,MANU/DEL:CANNABIS 10GM OR LESS,STREET,4128,True,False,313,NA,NA,NA,18,1181276,1863401,2001,ERROR,41.780413719,-87.610954415,"(41.780413719, -87.610954415)"
9340354,HW484281,2013-10-07 23:00:00,096XX S WENTWORTH AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,2824,False,False,511,5,21,49,05,1176693,1840729,2013,ERROR,41.718303448,-87.628437301,"(41.718303448, -87.628437301)"
3044554,HJ746479,2003-11-08 10:25:00,018XX W 51ST ST,2017,NARCOTICS,MANU/DELIVER:CRACK,SIDEWALK,1194,True,False,932,9,16,61,18,1165175,1870833,2003,ERROR,41.801164057,-87.669773064,"(41.801164057, -87.669773064)"
6080834,HP159980,2008-02-05 10:10:00,010XX N HUDSON AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,964,True,False,1823,18,27,8,18,1172947,1907120,2008,ERROR,41.900570272,-87.640196289,"(41.900570272, -87.640196289)"
