date,state,store_id,product_category,SKU,price,quantity
2016-05-09,CA,3,B,B1,3.22,179.0
2016-05-10,CA,3,B,B1,3.1,210.0
2016-05-11,CA,3,B,B1,3.12,199.0
2016-05-12,CA,3,B,B1,3.1,224.0
2016-05-13,CA,3,B,B1,3.14,187.0
2016-05-14,CA,3,B,B1,3.17,207.0
2016-05-15,CA,3,B,B1,3.16,196.0
2016-05-16,CA,3,B,B1,3.18,200.0
2016-05-17,CA,3,B,B1,3.14,209.0
2016-05-18,CA,3,B,B1,3.19,178.0
2016-05-19,CA,3,B,B1,3.21,190.0
2016-05-20,CA,3,B,B1,3.14,200.0
2016-05-21,CA,3,B,B1,3.17,192.0
2016-05-22,CA,3,B,B1,3.14,221.0
2016-05-23,CA,3,B,B1,3.18,204.0
2016-05-24,CA,3,B,B1,3.15,181.0
2016-05-25,CA,3,B,B1,3.13,196.0
2016-05-26,CA,3,B,B1,3.14,209.0
2016-05-27,CA,3,B,B1,3.18,192.0
2016-05-28,CA,3,B,B1,3.15,218.0
2016-05-29,CA,3,B,B1,3.13,223.0
2016-05-30,CA,3,B,B1,3.08,221.0
2016-05-31,CA,3,B,B1,3.1,220.0
2016-06-01,CA,3,B,B1,3.13,212.0
2016-06-02,CA,3,B,B1,3.1,211.0
2016-06-03,CA,3,B,B1,3.17,185.0
2016-06-04,CA,3,B,B1,3.07,233.0
2016-06-05,CA,3,B,B1,3.16,200.0
2016-06-06,CA,3,B,B1,3.15,202.0
2016-06-07,CA,3,B,B1,3.13,216.0
2016-06-08,CA,3,B,B1,3.16,211.0
2016-06-09,CA,3,B,B1,3.17,196.0
2016-06-10,CA,3,B,B1,3.13,219.0
2016-06-11,CA,3,B,B1,3.15,220.0
2016-06-12,CA,3,B,B1,3.11,207.0
2016-06-13,CA,3,B,B1,3.16,193.0
2016-06-14,CA,3,B,B1,3.14,208.0
2016-06-15,CA,3,B,B1,3.17,203.0
2016-06-16,CA,3,B,B1,3.17,194.0
2016-06-17,CA,3,B,B1,3.15,183.0
2016-06-18,CA,3,B,B1,3.19,197.0
2016-06-19,CA,3,B,B1,3.17,200.0
2016-06-20,CA,3,B,B1,3.15,188.0
2016-06-21,CA,3,B,B1,3.11,212.0
2016-06-22,CA,3,B,B1,3.14,210.0
2016-06-23,CA,3,B,B1,3.12,218.0
2016-06-24,CA,3,B,B1,3.1,217.0
2016-06-25,CA,3,B,B1,3.18,199.0
2016-06-26,CA,3,B,B1,3.14,194.0
2016-06-27,CA,3,B,B1,3.15,185.0
2016-06-28,CA,3,B,B1,3.17,205.0
2016-06-29,CA,3,B,B1,3.15,179.0
2016-06-30,CA,3,B,B1,3.14,210.0
2016-07-01,CA,3,B,B1,3.17,189.0
2016-07-02,CA,3,B,B1,3.15,223.0
2016-07-03,CA,3,B,B1,3.13,214.0
2016-07-04,CA,3,B,B1,3.12,215.0
2016-07-05,CA,3,B,B1,3.14,203.0
2016-07-06,CA,3,B,B1,3.14,200.0
2016-07-07,CA,3,B,B1,3.15,204.0
2016-07-08,CA,3,B,B1,3.16,216.0
2016-07-09,CA,3,B,B1,3.08,212.0
2016-07-10,CA,3,B,B1,3.14,223.0
2016-07-11,CA,3,B,B1,3.15,223.0
2016-07-12,CA,3,B,B1,3.19,192.0
2016-07-13,CA,3,B,B1,3.15,208.0
2016-07-14,CA,3,B,B1,3.15,197.0
2016-07-15,CA,3,B,B1,3.11,220.0
2016-07-16,CA,3,B,B1,3.14,224.0
2016-07-17,CA,3,B,B1,3.14,200.0
2016-07-18,CA,3,B,B1,3.09,209.0
2016-07-19,CA,3,B,B1,3.15,207.0
2016-07-20,CA,3,B,B1,3.11,210.0
2016-07-21,CA,3,B,B1,3.15,193.0
2016-07-22,CA,3,B,B1,3.16,201.0
2016-07-23,CA,3,B,B1,3.15,208.0
2016-07-24,CA,3,B,B1,3.13,215.0
2016-07-25,CA,3,B,B1,3.16,192.0
2016-07-26,CA,3,B,B1,3.19,196.0
2016-07-27,CA,3,B,B1,3.16,199.0
2015-01-05,CA,3,B,B2,6.72,227.0
2015-01-06,CA,3,B,B2,6.74,233.0
2015-01-07,CA,3,B,B2,6.83,220.0
2015-01-08,CA,3,B,B2,6.82,234.0
2015-01-09,CA,3,B,B2,6.81,249.0
2015-01-10,CA,3,B,B2,6.82,241.0
2015-01-11,CA,3,B,B2,6.86,213.0
2015-01-12,CA,3,B,B2,6.79,233.0
2015-01-13,CA,3,B,B2,6.91,210.0
2015-01-14,CA,3,B,B2,6.75,236.0
2015-01-15,CA,3,B,B2,6.79,232.0
2015-01-16,CA,3,B,B2,6.7,259.0
2015-01-17,CA,3,B,B2,6.77,261.0
2015-01-18,CA,3,B,B2,7.01,212.0
2015-01-19,CA,3,B,B2,6.81,231.0
2015-01-20,CA,3,B,B2,6.92,235.0
2015-01-21,CA,3,B,B2,6.88,229.0
2015-01-22,CA,3,B,B2,6.8,236.0
2015-01-23,CA,3,B,B2,6.84,245.0
2015-01-24,CA,3,B,B2,6.89,252.0
2015-01-25,CA,3,B,B2,6.89,250.0
2015-01-26,CA,3,B,B2,6.76,259.0
2015-01-27,CA,3,B,B2,6.88,216.0
2015-01-28,CA,3,B,B2,6.83,214.0
2015-01-29,CA,3,B,B2,6.79,250.0
2015-01-30,CA,3,B,B2,6.89,248.0
2015-01-31,CA,3,B,B2,6.82,244.0
2015-02-01,CA,3,B,B2,6.85,218.0
2015-02-02,CA,3,B,B2,6.82,225.0
2015-02-03,CA,3,B,B2,6.81,235.0
2015-02-04,CA,3,B,B2,6.75,228.0
2015-02-05,CA,3,B,B2,6.8,218.0
2015-02-06,CA,3,B,B2,6.85,231.0
2015-02-07,CA,3,B,B2,7.03,252.0
2015-02-08,CA,3,B,B2,6.9,242.0
2015-02-09,CA,3,B,B2,6.84,227.0
2015-02-10,CA,3,B,B2,6.92,223.0
2015-02-11,CA,3,B,B2,6.8,216.0
2015-02-12,CA,3,B,B2,6.78,243.0
2015-02-13,CA,3,B,B2,6.88,216.0
2015-02-14,CA,3,B,B2,6.96,248.0
2015-02-15,CA,3,B,B2,6.96,251.0
2015-02-16,CA,3,B,B2,6.91,244.0
2015-02-17,CA,3,B,B2,6.81,229.0
2015-02-18,CA,3,B,B2,6.83,237.0
2015-02-19,CA,3,B,B2,6.86,218.0
2015-02-20,CA,3,B,B2,6.72,237.0
2015-02-21,CA,3,B,B2,6.81,247.0
2015-02-22,CA,3,B,B2,7.07,215.0
2015-02-23,CA,3,B,B2,6.9,225.0
2015-02-24,CA,3,B,B2,6.92,223.0
2015-02-25,CA,3,B,B2,6.86,250.0
2015-02-26,CA,3,B,B2,6.73,256.0
2015-02-27,CA,3,B,B2,6.78,243.0
2015-02-28,CA,3,B,B2,6.85,229.0
2015-03-01,CA,3,B,B2,6.82,232.0
2015-03-02,CA,3,B,B2,6.92,252.0
2015-03-03,CA,3,B,B2,6.74,246.0
2015-03-04,CA,3,B,B2,6.71,231.0
2015-03-05,CA,3,B,B2,6.89,240.0
2015-03-06,CA,3,B,B2,6.88,233.0
2015-03-07,CA,3,B,B2,6.9,228.0
2015-03-08,CA,3,B,B2,6.79,238.0
2015-03-09,CA,3,B,B2,6.82,227.0
2015-03-10,CA,3,B,B2,6.87,231.0
2015-03-11,CA,3,B,B2,6.79,229.0
2015-03-12,CA,3,B,B2,6.85,233.0
2015-03-13,CA,3,B,B2,6.87,239.0
2015-03-14,CA,3,B,B2,6.65,260.0
2015-03-15,CA,3,B,B2,6.87,236.0
2015-03-16,CA,3,B,B2,6.95,197.0
2015-03-17,CA,3,B,B2,6.77,241.0
2015-03-18,CA,3,B,B2,6.82,225.0
2015-03-19,CA,3,B,B2,6.82,215.0
2015-03-20,CA,3,B,B2,6.84,240.0
2015-03-21,CA,3,B,B2,6.84,258.0
2015-03-22,CA,3,B,B2,6.85,251.0
2015-03-23,CA,3,B,B2,6.78,227.0
2015-03-24,CA,3,B,B2,6.95,223.0
2015-03-25,CA,3,B,B2,6.86,246.0
2015-03-26,CA,3,B,B2,6.91,236.0
2015-03-27,CA,3,B,B2,6.94,231.0
2015-03-28,CA,3,B,B2,6.88,255.0
2015-03-29,CA,3,B,B2,6.85,232.0
2015-03-30,CA,3,B,B2,6.88,224.0
2015-03-31,CA,3,B,B2,6.77,240.0
2015-04-01,CA,3,B,B2,6.84,259.0
2015-04-02,CA,3,B,B2,6.79,226.0
2015-04-03,CA,3,B,B2,6.8,240.0
2015-04-04,CA,3,B,B2,6.87,220.0
2015-04-05,CA,3,B,B2,6.89,233.0
2015-04-06,CA,3,B,B2,6.81,250.0
2015-04-07,CA,3,B,B2,6.95,242.0
2015-04-08,CA,3,B,B2,6.76,238.0
2015-04-09,CA,3,B,B2,6.82,256.0
2015-04-10,CA,3,B,B2,6.9,237.0
2015-04-11,CA,3,B,B2,6.84,249.0
2015-04-12,CA,3,B,B2,6.79,238.0
2015-04-13,CA,3,B,B2,6.89,235.0
2015-04-14,CA,3,B,B2,6.9,220.0
2015-04-15,CA,3,B,B2,6.79,225.0
2015-04-16,CA,3,B,B2,6.76,234.0
2015-04-17,CA,3,B,B2,6.83,234.0
2015-04-18,CA,3,B,B2,6.85,241.0
2015-04-19,CA,3,B,B2,6.8,230.0
2015-04-20,CA,3,B,B2,6.78,246.0
2015-04-21,CA,3,B,B2,6.83,217.0
2015-04-22,CA,3,B,B2,6.91,243.0
2015-04-23,CA,3,B,B2,6.68,249.0
2015-04-24,CA,3,B,B2,6.89,250.0
2015-04-25,CA,3,B,B2,6.79,256.0
2015-04-26,CA,3,B,B2,6.84,233.0
2015-04-27,CA,3,B,B2,6.84,253.0
2015-04-28,CA,3,B,B2,6.84,227.0
2015-04-29,CA,3,B,B2,6.87,237.0
2015-04-30,CA,3,B,B2,6.76,234.0
2015-05-01,CA,3,B,B2,6.88,243.0
2015-05-02,CA,3,B,B2,6.8,250.0
2015-05-03,CA,3,B,B2,6.9,247.0
2015-05-04,CA,3,B,B2,6.84,229.0
2015-05-05,CA,3,B,B2,6.75,198.0
2015-05-06,CA,3,B,B2,6.74,240.0
2015-05-07,CA,3,B,B2,6.83,235.0
2015-05-08,CA,3,B,B2,6.77,243.0
2015-05-09,CA,3,B,B2,6.88,220.0
2015-05-10,CA,3,B,B2,6.89,229.0
2015-05-11,CA,3,B,B2,6.79,242.0
2015-05-12,CA,3,B,B2,6.91,242.0
2015-05-13,CA,3,B,B2,6.93,238.0
2015-05-14,CA,3,B,B2,6.95,225.0
2015-05-15,CA,3,B,B2,6.9,230.0
2015-05-16,CA,3,B,B2,7.0,225.0
2015-05-17,CA,3,B,B2,6.83,234.0
2015-05-18,CA,3,B,B2,6.82,208.0
2015-05-19,CA,3,B,B2,6.81,229.0
2015-05-20,CA,3,B,B2,6.96,242.0
2015-05-21,CA,3,B,B2,6.96,223.0
2015-05-22,CA,3,B,B2,6.91,220.0
2015-05-23,CA,3,B,B2,6.84,242.0
2015-05-24,CA,3,B,B2,6.87,245.0
2015-05-25,CA,3,B,B2,6.8,226.0
2015-05-26,CA,3,B,B2,6.97,236.0
2015-05-27,CA,3,B,B2,6.75,245.0
2015-05-28,CA,3,B,B2,6.78,231.0
2015-05-29,CA,3,B,B2,6.98,231.0
2015-05-30,CA,3,B,B2,6.93,245.0
2015-05-31,CA,3,B,B2,6.98,230.0
2015-06-01,CA,3,B,B2,6.83,231.0
2015-06-02,CA,3,B,B2,6.74,240.0
2015-06-03,CA,3,B,B2,6.79,232.0
2015-06-04,CA,3,B,B2,6.85,234.0
2015-06-05,CA,3,B,B2,6.73,248.0
2015-06-06,CA,3,B,B2,6.82,238.0
2015-06-07,CA,3,B,B2,6.84,237.0
2015-06-08,CA,3,B,B2,6.87,242.0
2015-06-09,CA,3,B,B2,6.88,242.0
2015-06-10,CA,3,B,B2,6.77,239.0
2015-06-11,CA,3,B,B2,6.9,216.0
2015-06-12,CA,3,B,B2,6.94,220.0
2015-06-13,CA,3,B,B2,6.94,251.0
2015-06-14,CA,3,B,B2,6.78,241.0
2015-06-15,CA,3,B,B2,6.81,218.0
2015-06-16,CA,3,B,B2,6.82,213.0
2015-06-17,CA,3,B,B2,6.92,223.0
2015-06-18,CA,3,B,B2,6.83,229.0
2015-06-19,CA,3,B,B2,6.83,245.0
2015-06-20,CA,3,B,B2,6.8,238.0
2015-06-21,CA,3,B,B2,6.84,237.0
2015-06-22,CA,3,B,B2,7.09,205.0
2015-06-23,CA,3,B,B2,6.83,231.0
2015-06-24,CA,3,B,B2,6.83,216.0
2015-06-25,CA,3,B,B2,6.9,255.0
2015-06-26,CA,3,B,B2,6.8,248.0
2015-06-27,CA,3,B,B2,6.81,243.0
2015-06-28,CA,3,B,B2,6.95,217.0
2015-06-29,CA,3,B,B2,6.84,206.0
2015-06-30,CA,3,B,B2,6.91,234.0
2015-07-01,CA,3,B,B2,6.79,233.0
2015-07-02,CA,3,B,B2,6.76,249.0
2015-07-03,CA,3,B,B2,6.82,220.0
2015-07-04,CA,3,B,B2,6.88,240.0
2015-07-05,CA,3,B,B2,6.82,244.0
2015-07-06,CA,3,B,B2,6.81,227.0
2015-07-07,CA,3,B,B2,6.87,216.0
2015-07-08,CA,3,B,B2,6.83,225.0
2015-07-09,CA,3,B,B2,6.76,246.0
2015-07-10,CA,3,B,B2,6.72,233.0
2015-07-11,CA,3,B,B2,6.8,237.0
2015-07-12,CA,3,B,B2,6.93,223.0
2015-07-13,CA,3,B,B2,6.82,226.0
2015-07-14,CA,3,B,B2,6.9,234.0
2015-07-15,CA,3,B,B2,6.84,253.0
2015-07-16,CA,3,B,B2,6.86,240.0
2015-07-17,CA,3,B,B2,6.86,229.0
2015-07-18,CA,3,B,B2,6.98,240.0
2015-07-19,CA,3,B,B2,6.89,225.0
2015-07-20,CA,3,B,B2,6.79,214.0
2015-07-21,CA,3,B,B2,6.88,202.0
2015-07-22,CA,3,B,B2,6.84,232.0
2015-07-23,CA,3,B,B2,6.95,234.0
2015-07-24,CA,3,B,B2,6.93,222.0
2015-07-25,CA,3,B,B2,6.7,258.0
2015-07-26,CA,3,B,B2,6.84,234.0
2015-07-27,CA,3,B,B2,6.83,236.0
2015-07-28,CA,3,B,B2,6.78,228.0
2015-07-29,CA,3,B,B2,6.94,232.0
2015-07-30,CA,3,B,B2,6.79,259.0
2015-07-31,CA,3,B,B2,6.86,234.0
2015-08-01,CA,3,B,B2,6.84,217.0
2015-08-02,CA,3,B,B2,6.89,226.0
2015-08-03,CA,3,B,B2,6.78,220.0
2015-08-04,CA,3,B,B2,6.83,229.0
2015-08-05,CA,3,B,B2,6.76,230.0
2015-08-06,CA,3,B,B2,6.89,211.0
2015-08-07,CA,3,B,B2,6.95,232.0
2015-08-08,CA,3,B,B2,6.88,243.0
2015-08-09,CA,3,B,B2,6.82,251.0
2015-08-10,CA,3,B,B2,6.85,223.0
2015-08-11,CA,3,B,B2,6.86,215.0
2015-08-12,CA,3,B,B2,6.81,249.0
2015-08-13,CA,3,B,B2,6.93,246.0
2015-08-14,CA,3,B,B2,6.93,232.0
2015-08-15,CA,3,B,B2,6.72,262.0
2015-08-16,CA,3,B,B2,6.82,247.0
2015-08-17,CA,3,B,B2,6.87,241.0
2015-08-18,CA,3,B,B2,6.89,215.0
2015-08-19,CA,3,B,B2,6.78,244.0
2015-08-20,CA,3,B,B2,6.71,227.0
2015-08-21,CA,3,B,B2,6.91,232.0
2015-08-22,CA,3,B,B2,6.9,256.0
2015-08-23,CA,3,B,B2,6.94,236.0
2015-08-24,CA,3,B,B2,6.74,230.0
2015-08-25,CA,3,B,B2,6.81,236.0
2015-08-26,CA,3,B,B2,6.88,242.0
2015-08-27,CA,3,B,B2,6.89,233.0
2015-08-28,CA,3,B,B2,6.82,233.0
2015-08-29,CA,3,B,B2,6.83,254.0
2015-08-30,CA,3,B,B2,6.81,244.0
2015-08-31,CA,3,B,B2,6.93,230.0
2015-09-01,CA,3,B,B2,6.84,233.0
2015-09-02,CA,3,B,B2,6.81,226.0
2015-09-03,CA,3,B,B2,6.96,222.0
2015-09-04,CA,3,B,B2,6.83,225.0
2015-09-05,CA,3,B,B2,6.89,259.0
2015-09-06,CA,3,B,B2,6.96,220.0
2015-09-07,CA,3,B,B2,6.77,216.0
2015-09-08,CA,3,B,B2,6.6,247.0
2015-09-09,CA,3,B,B2,6.85,251.0
2015-09-10,CA,3,B,B2,6.81,236.0
2015-09-11,CA,3,B,B2,6.88,235.0
2015-09-12,CA,3,B,B2,6.95,227.0
2015-09-13,CA,3,B,B2,6.88,242.0
2015-09-14,CA,3,B,B2,7.01,227.0
2015-09-15,CA,3,B,B2,6.79,224.0
2015-09-16,CA,3,B,B2,6.83,221.0
2015-09-17,CA,3,B,B2,6.76,238.0
2015-09-18,CA,3,B,B2,6.94,226.0
2015-09-19,CA,3,B,B2,6.82,239.0
2015-09-20,CA,3,B,B2,6.92,240.0
2015-09-21,CA,3,B,B2,6.76,239.0
2015-09-22,CA,3,B,B2,6.89,201.0
2015-09-23,CA,3,B,B2,6.97,217.0
2015-09-24,CA,3,B,B2,6.88,224.0
2015-09-25,CA,3,B,B2,6.91,216.0
2015-09-26,CA,3,B,B2,6.79,245.0
2015-09-27,CA,3,B,B2,6.94,221.0
2015-09-28,CA,3,B,B2,6.92,231.0
2015-09-29,CA,3,B,B2,6.86,241.0
2015-09-30,CA,3,B,B2,6.95,224.0
2015-10-01,CA,3,B,B2,6.78,233.0
2015-10-02,CA,3,B,B2,6.83,228.0
2015-10-03,CA,3,B,B2,6.76,256.0
2015-10-04,CA,3,B,B2,6.91,230.0
2015-10-05,CA,3,B,B2,6.92,225.0
2015-10-06,CA,3,B,B2,6.7,238.0
2015-10-07,CA,3,B,B2,6.8,240.0
2015-10-08,CA,3,B,B2,6.83,237.0
2015-10-09,CA,3,B,B2,6.73,241.0
2015-10-10,CA,3,B,B2,6.91,238.0
2015-10-11,CA,3,B,B2,6.85,256.0
2015-10-12,CA,3,B,B2,6.87,222.0
2015-10-13,CA,3,B,B2,6.85,224.0
2015-10-14,CA,3,B,B2,6.87,233.0
2015-10-15,CA,3,B,B2,6.84,245.0
2015-10-16,CA,3,B,B2,6.86,235.0
2015-10-17,CA,3,B,B2,6.79,256.0
2015-10-18,CA,3,B,B2,6.94,227.0
2015-10-19,CA,3,B,B2,6.94,226.0
2015-10-20,CA,3,B,B2,6.79,252.0
2015-10-21,CA,3,B,B2,6.88,244.0
2015-10-22,CA,3,B,B2,6.91,207.0
2015-10-23,CA,3,B,B2,6.91,220.0
2015-10-24,CA,3,B,B2,6.96,239.0
2015-10-25,CA,3,B,B2,6.74,238.0
2015-10-26,CA,3,B,B2,6.9,243.0
2015-10-27,CA,3,B,B2,6.93,248.0
2015-10-28,CA,3,B,B2,6.78,240.0
2015-10-29,CA,3,B,B2,6.73,236.0
2015-10-30,CA,3,B,B2,6.91,232.0
2015-10-31,CA,3,B,B2,6.84,264.0
2015-11-01,CA,3,B,B2,6.8,236.0
2015-11-02,CA,3,B,B2,6.75,247.0
2015-11-03,CA,3,B,B2,6.74,223.0
2015-11-04,CA,3,B,B2,6.79,248.0
2015-11-05,CA,3,B,B2,6.8,221.0
2015-11-06,CA,3,B,B2,6.93,229.0
2015-11-07,CA,3,B,B2,6.8,232.0
2015-11-08,CA,3,B,B2,6.84,218.0
2015-11-09,CA,3,B,B2,6.83,210.0
2015-11-10,CA,3,B,B2,6.97,235.0
2015-11-11,CA,3,B,B2,6.88,239.0
2015-11-12,CA,3,B,B2,6.83,248.0
2015-11-13,CA,3,B,B2,6.82,251.0
2015-11-14,CA,3,B,B2,6.84,238.0
2015-11-15,CA,3,B,B2,6.82,242.0
2015-11-16,CA,3,B,B2,6.86,209.0
2015-11-17,CA,3,B,B2,6.83,243.0
2015-11-18,CA,3,B,B2,6.9,229.0
2015-11-19,CA,3,B,B2,6.69,218.0
2015-11-20,CA,3,B,B2,6.87,219.0
2015-11-21,CA,3,B,B2,6.86,254.0
2015-11-22,CA,3,B,B2,6.88,226.0
2015-11-23,CA,3,B,B2,6.86,234.0
2015-11-24,CA,3,B,B2,6.81,245.0
2015-11-25,CA,3,B,B2,6.86,233.0
2015-11-26,CA,3,B,B2,6.81,238.0
2015-11-27,CA,3,B,B2,6.89,218.0
2015-11-28,CA,3,B,B2,6.76,254.0
2015-11-29,CA,3,B,B2,6.94,215.0
2015-11-30,CA,3,B,B2,6.9,226.0
2015-12-01,CA,3,B,B2,6.75,224.0
2015-12-02,CA,3,B,B2,6.92,243.0
2015-12-03,CA,3,B,B2,6.84,231.0
2015-12-04,CA,3,B,B2,6.8,213.0
2015-12-05,CA,3,B,B2,6.9,249.0
2015-12-06,CA,3,B,B2,6.85,219.0
2015-12-07,CA,3,B,B2,6.81,234.0
2015-12-08,CA,3,B,B2,6.77,233.0
2015-12-09,CA,3,B,B2,6.81,222.0
2015-12-10,CA,3,B,B2,6.98,233.0
2015-12-11,CA,3,B,B2,6.99,229.0
2015-12-12,CA,3,B,B2,6.86,230.0
2015-12-13,CA,3,B,B2,6.85,245.0
2015-12-14,CA,3,B,B2,6.85,246.0
2015-12-15,CA,3,B,B2,6.86,236.0
2015-12-16,CA,3,B,B2,6.87,246.0
2015-12-17,CA,3,B,B2,6.91,222.0
2015-12-18,CA,3,B,B2,6.88,224.0
2015-12-19,CA,3,B,B2,6.7,255.0
2015-12-20,CA,3,B,B2,6.88,238.0
2015-12-21,CA,3,B,B2,6.76,229.0
2015-12-22,CA,3,B,B2,6.91,215.0
2015-12-23,CA,3,B,B2,6.91,252.0
2015-12-24,CA,3,B,B2,6.83,204.0
2015-12-25,CA,3,B,B2,6.86,249.0
2015-12-26,CA,3,B,B2,6.73,264.0
2015-12-27,CA,3,B,B2,6.93,249.0
2015-12-28,CA,3,B,B2,6.94,216.0
2015-12-29,CA,3,B,B2,6.79,222.0
2015-12-30,CA,3,B,B2,6.81,214.0
2015-12-31,CA,3,B,B2,6.91,233.0
2016-01-01,CA,3,B,B2,6.89,246.0
2016-01-02,CA,3,B,B2,6.92,255.0
2016-01-03,CA,3,B,B2,6.87,241.0
2016-01-04,CA,3,B,B2,6.9,229.0
2016-01-05,CA,3,B,B2,6.83,247.0
2016-01-06,CA,3,B,B2,6.78,234.0
2016-01-07,CA,3,B,B2,6.94,223.0
2016-01-08,CA,3,B,B2,6.94,231.0
2016-01-09,CA,3,B,B2,6.85,226.0
2016-01-10,CA,3,B,B2,6.81,220.0
2016-01-11,CA,3,B,B2,6.82,239.0
2016-01-12,CA,3,B,B2,6.95,219.0
2016-01-13,CA,3,B,B2,6.74,242.0
2016-01-14,CA,3,B,B2,6.84,235.0
2016-01-15,CA,3,B,B2,6.91,239.0
2016-01-16,CA,3,B,B2,6.84,250.0
2016-01-17,CA,3,B,B2,6.89,245.0
2016-01-18,CA,3,B,B2,6.78,238.0
2016-01-19,CA,3,B,B2,6.77,246.0
2016-01-20,CA,3,B,B2,6.9,230.0
2016-01-21,CA,3,B,B2,6.85,260.0
2016-01-22,CA,3,B,B2,6.76,243.0
2016-01-23,CA,3,B,B2,6.86,233.0
2016-01-24,CA,3,B,B2,6.73,258.0
2016-01-25,CA,3,B,B2,6.77,245.0
2016-01-26,CA,3,B,B2,6.9,234.0
2016-01-27,CA,3,B,B2,6.95,224.0
2016-01-28,CA,3,B,B2,6.85,234.0
2016-01-29,CA,3,B,B2,6.88,231.0
2016-01-30,CA,3,B,B2,7.05,235.0
2016-01-31,CA,3,B,B2,6.84,227.0
2016-02-01,CA,3,B,B2,6.8,252.0
2016-02-02,CA,3,B,B2,6.84,248.0
2016-02-03,CA,3,B,B2,6.82,243.0
2016-02-04,CA,3,B,B2,6.69,252.0
2016-02-05,CA,3,B,B2,6.9,246.0
2016-02-06,CA,3,B,B2,6.74,247.0
2016-02-07,CA,3,B,B2,6.82,247.0
2016-02-08,CA,3,B,B2,6.77,224.0
2016-02-09,CA,3,B,B2,6.76,239.0
2016-02-10,CA,3,B,B2,6.82,239.0
2016-02-11,CA,3,B,B2,6.87,216.0
2016-02-12,CA,3,B,B2,6.85,250.0
2016-02-13,CA,3,B,B2,6.87,225.0
2016-02-14,CA,3,B,B2,6.93,225.0
2016-02-15,CA,3,B,B2,6.75,244.0
2016-02-16,CA,3,B,B2,6.9,223.0
2016-02-17,CA,3,B,B2,6.94,227.0
2016-02-18,CA,3,B,B2,6.78,234.0
2016-02-19,CA,3,B,B2,6.76,249.0
2016-02-20,CA,3,B,B2,6.98,224.0
2016-02-21,CA,3,B,B2,6.94,226.0
2016-02-22,CA,3,B,B2,6.81,247.0
2016-02-23,CA,3,B,B2,6.79,241.0
2016-02-24,CA,3,B,B2,6.72,218.0
2016-02-25,CA,3,B,B2,6.9,237.0
2016-02-26,CA,3,B,B2,6.93,232.0
2016-02-27,CA,3,B,B2,6.93,248.0
2016-02-28,CA,3,B,B2,6.84,228.0
2016-02-29,CA,3,B,B2,6.79,230.0
2016-03-01,CA,3,B,B2,6.88,214.0
2016-03-02,CA,3,B,B2,6.83,230.0
2016-03-03,CA,3,B,B2,6.88,249.0
2016-03-04,CA,3,B,B2,6.76,257.0
2016-03-05,CA,3,B,B2,6.79,253.0
2016-03-06,CA,3,B,B2,6.81,208.0
2016-03-07,CA,3,B,B2,7.01,221.0
2016-03-08,CA,3,B,B2,6.69,229.0
2016-03-09,CA,3,B,B2,6.83,265.0
2016-03-10,CA,3,B,B2,6.97,228.0
2016-03-11,CA,3,B,B2,6.96,229.0
2016-03-12,CA,3,B,B2,6.86,237.0
2016-03-13,CA,3,B,B2,6.77,227.0
2016-03-14,CA,3,B,B2,6.86,220.0
2016-03-15,CA,3,B,B2,6.88,238.0
2016-03-16,CA,3,B,B2,6.84,228.0
2016-03-17,CA,3,B,B2,6.79,237.0
2016-03-18,CA,3,B,B2,6.83,229.0
2016-03-19,CA,3,B,B2,6.83,255.0
2016-03-20,CA,3,B,B2,6.97,246.0
2016-03-21,CA,3,B,B2,6.75,231.0
2016-03-22,CA,3,B,B2,6.89,238.0
2016-03-23,CA,3,B,B2,6.85,225.0
2016-03-24,CA,3,B,B2,6.79,258.0
2016-03-25,CA,3,B,B2,6.69,231.0
2016-03-26,CA,3,B,B2,6.83,234.0
2016-03-27,CA,3,B,B2,6.87,234.0
2016-03-28,CA,3,B,B2,6.89,225.0
2016-03-29,CA,3,B,B2,6.87,240.0
2016-03-30,CA,3,B,B2,6.86,238.0
2016-03-31,CA,3,B,B2,6.82,235.0
2016-04-01,CA,3,B,B2,6.78,234.0
2016-04-02,CA,3,B,B2,6.83,235.0
2016-04-03,CA,3,B,B2,6.74,245.0
2016-04-04,CA,3,B,B2,7.0,226.0
2016-04-05,CA,3,B,B2,7.01,236.0
2016-04-06,CA,3,B,B2,6.92,234.0
2016-04-07,CA,3,B,B2,6.89,219.0
2016-04-08,CA,3,B,B2,6.89,247.0
2016-04-09,CA,3,B,B2,6.96,247.0
2016-04-10,CA,3,B,B2,6.83,257.0
2016-04-11,CA,3,B,B2,6.93,227.0
2016-04-12,CA,3,B,B2,6.82,220.0
2016-04-13,CA,3,B,B2,6.85,237.0
2016-04-14,CA,3,B,B2,6.83,229.0
2016-04-15,CA,3,B,B2,6.75,240.0
2016-04-16,CA,3,B,B2,6.81,238.0
2016-04-17,CA,3,B,B2,6.79,225.0
2016-04-18,CA,3,B,B2,6.87,224.0
2016-04-19,CA,3,B,B2,6.84,228.0
2016-04-20,CA,3,B,B2,6.9,253.0
2016-04-21,CA,3,B,B2,6.84,235.0
2016-04-22,CA,3,B,B2,6.8,230.0
2016-04-23,CA,3,B,B2,6.9,226.0
2016-04-24,CA,3,B,B2,6.88,249.0
2016-04-25,CA,3,B,B2,6.88,245.0
2016-04-26,CA,3,B,B2,6.86,227.0
2016-04-27,CA,3,B,B2,6.84,222.0
